epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1680038496670,2023-03-28T23:21:36.670,14.480,-0.914,-0.235,0.316
1680038496680,2023-03-28T23:21:36.680,14.490,-0.883,-0.322,0.327
1680038496690,2023-03-28T23:21:36.690,14.500,-0.834,-0.404,0.302
1680038496700,2023-03-28T23:21:36.700,14.510,-0.802,-0.420,0.216
1680038496710,2023-03-28T23:21:36.710,14.520,-0.789,-0.415,0.136
1680038496720,2023-03-28T23:21:36.720,14.530,-0.808,-0.457,0.102
1680038496730,2023-03-28T23:21:36.730,14.540,-0.816,-0.549,0.149
1680038496740,2023-03-28T23:21:36.740,14.550,-0.808,-0.644,0.241
1680038496750,2023-03-28T23:21:36.750,14.560,-0.785,-0.729,0.330
1680038496760,2023-03-28T23:21:36.760,14.570,-0.729,-0.817,0.356
1680038496770,2023-03-28T23:21:36.770,14.580,-0.648,-0.901,0.313
1680038496780,2023-03-28T23:21:36.780,14.590,-0.569,-0.960,0.239
1680038496790,2023-03-28T23:21:36.790,14.600,-0.537,-1.000,0.163
1680038496800,2023-03-28T23:21:36.800,14.610,-0.546,-1.037,0.108
1680038496810,2023-03-28T23:21:36.810,14.620,-0.570,-1.073,0.066
1680038496820,2023-03-28T23:21:36.820,14.630,-0.563,-1.051,0.066
1680038496830,2023-03-28T23:21:36.830,14.640,-0.521,-0.965,0.088
1680038496840,2023-03-28T23:21:36.840,14.650,-0.447,-0.835,0.124
1680038496850,2023-03-28T23:21:36.850,14.660,-0.379,-0.727,0.144
1680038496860,2023-03-28T23:21:36.860,14.670,-0.345,-0.686,0.152
1680038496870,2023-03-28T23:21:36.870,14.680,-0.378,-0.699,0.169
1680038496880,2023-03-28T23:21:36.880,14.690,-0.456,-0.739,0.197
1680038496890,2023-03-28T23:21:36.890,14.700,-0.540,-0.768,0.236
1680038496900,2023-03-28T23:21:36.900,14.710,-0.588,-0.768,0.230
1680038496910,2023-03-28T23:21:36.910,14.720,-0.587,-0.754,0.202
1680038496920,2023-03-28T23:21:36.920,14.730,-0.563,-0.708,0.224
1680038496930,2023-03-28T23:21:36.930,14.740,-0.596,-0.660,0.287
1680038496940,2023-03-28T23:21:36.940,14.750,-0.663,-0.619,0.294
1680038496950,2023-03-28T23:21:36.950,14.760,-0.707,-0.542,0.329
1680038496960,2023-03-28T23:21:36.960,14.770,-0.736,-0.446,0.381
1680038496970,2023-03-28T23:21:36.970,14.780,-0.778,-0.387,0.379
1680038496980,2023-03-28T23:21:36.980,14.790,-0.822,-0.377,0.359
1680038496990,2023-03-28T23:21:36.990,14.800,-0.921,-0.385,0.308
1680038497000,2023-03-28T23:21:37.000,14.810,-1.022,-0.390,0.245
1680038497010,2023-03-28T23:21:37.010,14.820,-1.047,-0.426,0.215
1680038497020,2023-03-28T23:21:37.020,14.830,-1.072,-0.459,0.230
1680038497030,2023-03-28T23:21:37.030,14.840,-1.044,-0.428,0.296
1680038497040,2023-03-28T23:21:37.040,14.850,-1.038,-0.347,0.322
1680038497050,2023-03-28T23:21:37.050,14.860,-0.997,-0.230,0.389
1680038497060,2023-03-28T23:21:37.060,14.870,-1.007,-0.101,0.382
1680038497070,2023-03-28T23:21:37.070,14.880,-1.051,-0.022,0.337
1680038497080,2023-03-28T23:21:37.080,14.890,-1.089,-0.012,0.285
1680038497090,2023-03-28T23:21:37.090,14.900,-1.099,-0.020,0.213
1680038497100,2023-03-28T23:21:37.100,14.910,-1.081,-0.002,0.192
1680038497110,2023-03-28T23:21:37.110,14.920,-1.064,0.063,0.210
1680038497120,2023-03-28T23:21:37.120,14.930,-1.032,0.133,0.228
1680038497130,2023-03-28T23:21:37.130,14.940,-1.018,0.168,0.217
1680038497140,2023-03-28T23:21:37.140,14.950,-0.999,0.153,0.194
1680038497150,2023-03-28T23:21:37.150,14.960,-0.986,0.106,0.171
1680038497160,2023-03-28T23:21:37.160,14.970,-0.981,0.063,0.149
1680038497170,2023-03-28T23:21:37.170,14.980,-0.958,0.030,0.157
1680038497180,2023-03-28T23:21:37.180,14.990,-0.921,0.001,0.162
1680038497190,2023-03-28T23:21:37.190,15.000,-0.898,-0.020,0.155
1680038497200,2023-03-28T23:21:37.200,15.010,-0.877,-0.054,0.152
1680038497210,2023-03-28T23:21:37.210,15.020,-0.862,-0.108,0.146
1680038497220,2023-03-28T23:21:37.220,15.030,-0.850,-0.168,0.152
1680038497230,2023-03-28T23:21:37.230,15.040,-0.866,-0.247,0.255
1680038497240,2023-03-28T23:21:37.240,15.050,-1.036,-0.327,0.136
1680038497250,2023-03-28T23:21:37.250,15.060,-1.542,-0.266,-0.022
1680038497260,2023-03-28T23:21:37.260,15.070,-1.998,0.072,0.478
1680038497270,2023-03-28T23:21:37.270,15.080,-1.826,0.752,0.719
1680038497280,2023-03-28T23:21:37.280,15.090,-1.324,0.830,0.685
1680038497290,2023-03-28T23:21:37.290,15.100,-0.744,0.536,0.370
1680038497300,2023-03-28T23:21:37.300,15.110,-0.797,0.017,0.059
1680038497310,2023-03-28T23:21:37.310,15.120,-1.221,-0.319,-0.061
1680038497320,2023-03-28T23:21:37.320,15.130,-1.303,-0.583,-0.188
1680038497330,2023-03-28T23:21:37.330,15.140,-1.078,-0.707,-0.237
1680038497340,2023-03-28T23:21:37.340,15.150,-0.957,-0.478,-0.149
1680038497350,2023-03-28T23:21:37.350,15.160,-0.877,-0.286,-0.009
1680038497360,2023-03-28T23:21:37.360,15.170,-0.806,-0.283,0.147
1680038497370,2023-03-28T23:21:37.370,15.180,-0.794,-0.388,0.227
1680038497380,2023-03-28T23:21:37.380,15.190,-0.836,-0.513,0.201
1680038497390,2023-03-28T23:21:37.390,15.200,-0.916,-0.589,0.170
1680038497400,2023-03-28T23:21:37.400,15.210,-1.023,-0.590,0.169
1680038497410,2023-03-28T23:21:37.410,15.220,-1.096,-0.493,0.092
1680038497420,2023-03-28T23:21:37.420,15.230,-1.085,-0.333,0.006
1680038497430,2023-03-28T23:21:37.430,15.240,-1.024,-0.203,0.021
1680038497440,2023-03-28T23:21:37.440,15.250,-1.003,-0.100,0.083
1680038497450,2023-03-28T23:21:37.450,15.260,-1.012,0.019,0.151
1680038497460,2023-03-28T23:21:37.460,15.270,-1.040,0.099,0.193
1680038497470,2023-03-28T23:21:37.470,15.280,-1.072,0.132,0.177
1680038497480,2023-03-28T23:21:37.480,15.290,-1.094,0.065,0.144
1680038497490,2023-03-28T23:21:37.490,15.300,-1.094,-0.041,0.132
1680038497500,2023-03-28T23:21:37.500,15.310,-1.076,-0.122,0.153
1680038497510,2023-03-28T23:21:37.510,15.320,-1.050,-0.172,0.128
1680038497520,2023-03-28T23:21:37.520,15.330,-1.019,-0.244,0.063
1680038497530,2023-03-28T23:21:37.530,15.340,-0.978,-0.336,0.019
1680038497540,2023-03-28T23:21:37.540,15.350,-0.946,-0.389,0.010
1680038497550,2023-03-28T23:21:37.550,15.360,-0.953,-0.368,0.051
1680038497560,2023-03-28T23:21:37.560,15.370,-0.996,-0.310,0.095
1680038497570,2023-03-28T23:21:37.570,15.380,-1.046,-0.218,0.135
1680038497580,2023-03-28T23:21:37.580,15.390,-1.069,-0.111,0.126
1680038497590,2023-03-28T23:21:37.590,15.400,-1.069,0.012,0.113
1680038497600,2023-03-28T23:21:37.600,15.410,-1.083,0.121,0.110
1680038497610,2023-03-28T23:21:37.610,15.420,-1.072,0.164,0.100
1680038497620,2023-03-28T23:21:37.620,15.430,-1.052,0.118,0.067
1680038497630,2023-03-28T23:21:37.630,15.440,-1.036,0.025,0.046
1680038497640,2023-03-28T23:21:37.640,15.450,-1.022,-0.065,0.035
1680038497650,2023-03-28T23:21:37.650,15.460,-1.026,-0.129,0.025
1680038497660,2023-03-28T23:21:37.660,15.470,-1.037,-0.152,0.016
1680038497670,2023-03-28T23:21:37.670,15.480,-1.042,-0.158,0.003
1680038497680,2023-03-28T23:21:37.680,15.490,-1.039,-0.150,0.009
1680038497690,2023-03-28T23:21:37.690,15.500,-1.024,-0.138,0.028
1680038497700,2023-03-28T23:21:37.700,15.510,-1.015,-0.122,0.039
1680038497710,2023-03-28T23:21:37.710,15.520,-1.027,-0.107,0.045
1680038497720,2023-03-28T23:21:37.720,15.530,-1.037,-0.119,0.071
1680038497730,2023-03-28T23:21:37.730,15.540,-1.028,-0.172,0.082
1680038497740,2023-03-28T23:21:37.740,15.550,-1.008,-0.243,0.084
1680038497750,2023-03-28T23:21:37.750,15.560,-0.986,-0.303,0.093
1680038497760,2023-03-28T23:21:37.760,15.570,-0.977,-0.337,0.086
1680038497770,2023-03-28T23:21:37.770,15.580,-0.983,-0.357,0.084
1680038497780,2023-03-28T23:21:37.780,15.590,-0.992,-0.374,0.092
1680038497790,2023-03-28T23:21:37.790,15.600,-0.988,-0.393,0.105
1680038497800,2023-03-28T23:21:37.800,15.610,-0.981,-0.414,0.106
1680038497810,2023-03-28T23:21:37.810,15.620,-0.978,-0.424,0.100
1680038497820,2023-03-28T23:21:37.820,15.630,-0.988,-0.416,0.094
1680038497830,2023-03-28T23:21:37.830,15.640,-0.995,-0.406,0.088
1680038497840,2023-03-28T23:21:37.840,15.650,-0.988,-0.397,0.077
1680038497850,2023-03-28T23:21:37.850,15.660,-0.991,-0.388,0.069
1680038497860,2023-03-28T23:21:37.860,15.670,-1.002,-0.384,0.052
1680038497870,2023-03-28T23:21:37.870,15.680,-1.010,-0.376,0.032
1680038497880,2023-03-28T23:21:37.880,15.690,-1.007,-0.352,0.036
1680038497890,2023-03-28T23:21:37.890,15.700,-1.008,-0.324,0.042
1680038497900,2023-03-28T23:21:37.900,15.710,-1.013,-0.303,0.041
1680038497910,2023-03-28T23:21:37.910,15.720,-1.014,-0.275,0.041
1680038497920,2023-03-28T23:21:37.920,15.730,-1.021,-0.243,0.053
1680038497930,2023-03-28T23:21:37.930,15.740,-1.042,-0.235,0.047
1680038497940,2023-03-28T23:21:37.940,15.750,-1.056,-0.250,0.025
1680038497950,2023-03-28T23:21:37.950,15.760,-1.023,-0.260,0.017
1680038497960,2023-03-28T23:21:37.960,15.770,-0.971,-0.272,0.024
1680038497970,2023-03-28T23:21:37.970,15.780,-0.971,-0.301,0.036
1680038497980,2023-03-28T23:21:37.980,15.790,-1.015,-0.321,0.041
1680038497990,2023-03-28T23:21:37.990,15.800,-1.037,-0.334,0.037
1680038498000,2023-03-28T23:21:38.000,15.810,-1.020,-0.357,0.040
1680038498010,2023-03-28T23:21:38.010,15.820,-0.997,-0.365,0.030
1680038498020,2023-03-28T23:21:38.020,15.830,-1.003,-0.329,0.025
1680038498030,2023-03-28T23:21:38.030,15.840,-1.031,-0.268,0.015
1680038498040,2023-03-28T23:21:38.040,15.850,-1.045,-0.217,0.004
1680038498050,2023-03-28T23:21:38.050,15.860,-1.034,-0.184,0.011
1680038498060,2023-03-28T23:21:38.060,15.870,-1.024,-0.176,0.036
1680038498070,2023-03-28T23:21:38.070,15.880,-1.026,-0.189,0.057
1680038498080,2023-03-28T23:21:38.080,15.890,-1.021,-0.208,0.059
1680038498090,2023-03-28T23:21:38.090,15.900,-1.012,-0.213,0.049
1680038498100,2023-03-28T23:21:38.100,15.910,-1.010,-0.188,0.047
1680038498110,2023-03-28T23:21:38.110,15.920,-1.021,-0.148,0.050
1680038498120,2023-03-28T23:21:38.120,15.930,-1.035,-0.123,0.049
1680038498130,2023-03-28T23:21:38.130,15.940,-1.036,-0.131,0.046
1680038498140,2023-03-28T23:21:38.140,15.950,-1.033,-0.157,0.033
1680038498150,2023-03-28T23:21:38.150,15.960,-1.033,-0.177,0.030
1680038498160,2023-03-28T23:21:38.160,15.970,-1.030,-0.183,0.024
1680038498170,2023-03-28T23:21:38.170,15.980,-1.028,-0.189,0.034
1680038498180,2023-03-28T23:21:38.180,15.990,-1.021,-0.204,0.043
1680038498190,2023-03-28T23:21:38.190,16.000,-1.021,-0.231,0.048
1680038498200,2023-03-28T23:21:38.200,16.010,-1.028,-0.242,0.057
1680038498210,2023-03-28T23:21:38.210,16.020,-1.029,-0.246,0.066
1680038498220,2023-03-28T23:21:38.220,16.030,-1.018,-0.235,0.081
1680038498230,2023-03-28T23:21:38.230,16.040,-1.010,-0.233,0.078
1680038498240,2023-03-28T23:21:38.240,16.050,-1.013,-0.230,0.051
1680038498250,2023-03-28T23:21:38.250,16.060,-1.012,-0.229,0.039
1680038498260,2023-03-28T23:21:38.260,16.070,-1.013,-0.233,0.031
1680038498270,2023-03-28T23:21:38.270,16.080,-1.012,-0.257,0.031
1680038498280,2023-03-28T23:21:38.280,16.090,-1.019,-0.292,0.033
1680038498290,2023-03-28T23:21:38.290,16.100,-1.026,-0.309,0.031
1680038498300,2023-03-28T23:21:38.300,16.110,-1.028,-0.313,0.045
1680038498310,2023-03-28T23:21:38.310,16.120,-1.020,-0.299,0.050
1680038498320,2023-03-28T23:21:38.320,16.130,-1.025,-0.262,0.054
1680038498330,2023-03-28T23:21:38.330,16.140,-1.017,-0.247,0.072
1680038498340,2023-03-28T23:21:38.340,16.150,-1.000,-0.265,0.066
1680038498350,2023-03-28T23:21:38.350,16.160,-0.992,-0.307,0.069
1680038498360,2023-03-28T23:21:38.360,16.170,-0.997,-0.334,0.066
1680038498370,2023-03-28T23:21:38.370,16.180,-1.012,-0.325,0.058
1680038498380,2023-03-28T23:21:38.380,16.190,-1.014,-0.301,0.066
1680038498390,2023-03-28T23:21:38.390,16.200,-1.021,-0.264,0.061
1680038498400,2023-03-28T23:21:38.400,16.210,-1.028,-0.216,0.056
1680038498410,2023-03-28T23:21:38.410,16.220,-1.058,-0.160,0.050
1680038498420,2023-03-28T23:21:38.420,16.230,-1.095,-0.097,0.039
1680038498430,2023-03-28T23:21:38.430,16.240,-1.133,-0.050,0.040
1680038498440,2023-03-28T23:21:38.440,16.250,-1.142,-0.070,0.083
1680038498450,2023-03-28T23:21:38.450,16.260,-1.108,-0.236,0.134
1680038498460,2023-03-28T23:21:38.460,16.270,-1.076,-0.409,0.214
1680038498470,2023-03-28T23:21:38.470,16.280,-1.080,-0.494,0.321
1680038498480,2023-03-28T23:21:38.480,16.290,-1.094,-0.474,0.364
1680038498490,2023-03-28T23:21:38.490,16.300,-1.124,-0.379,0.379
1680038498500,2023-03-28T23:21:38.500,16.310,-1.170,-0.248,0.356
1680038498510,2023-03-28T23:21:38.510,16.320,-1.227,-0.113,0.300
1680038498520,2023-03-28T23:21:38.520,16.330,-1.251,-0.007,0.224
1680038498530,2023-03-28T23:21:38.530,16.340,-1.234,0.034,0.179
1680038498540,2023-03-28T23:21:38.540,16.350,-1.197,0.039,0.167
1680038498550,2023-03-28T23:21:38.550,16.360,-1.160,0.006,0.153
1680038498560,2023-03-28T23:21:38.560,16.370,-1.121,-0.061,0.138
1680038498570,2023-03-28T23:21:38.570,16.380,-1.097,-0.146,0.108
1680038498580,2023-03-28T23:21:38.580,16.390,-1.091,-0.218,0.060
1680038498590,2023-03-28T23:21:38.590,16.400,-1.069,-0.280,0.001
1680038498600,2023-03-28T23:21:38.600,16.410,-1.033,-0.320,-0.027
1680038498610,2023-03-28T23:21:38.610,16.420,-0.987,-0.342,-0.039
1680038498620,2023-03-28T23:21:38.620,16.430,-0.942,-0.373,-0.049
1680038498630,2023-03-28T23:21:38.630,16.440,-0.903,-0.392,-0.062
1680038498640,2023-03-28T23:21:38.640,16.450,-0.868,-0.404,-0.075
1680038498650,2023-03-28T23:21:38.650,16.460,-0.839,-0.434,-0.089
1680038498660,2023-03-28T23:21:38.660,16.470,-0.813,-0.473,-0.104
1680038498670,2023-03-28T23:21:38.670,16.480,-0.785,-0.509,-0.111
1680038498680,2023-03-28T23:21:38.680,16.490,-0.770,-0.547,-0.115
1680038498690,2023-03-28T23:21:38.690,16.500,-0.778,-0.593,-0.124
1680038498700,2023-03-28T23:21:38.700,16.510,-0.773,-0.620,-0.127
1680038498710,2023-03-28T23:21:38.710,16.520,-0.769,-0.633,-0.112
1680038498720,2023-03-28T23:21:38.720,16.530,-0.774,-0.640,-0.093
1680038498730,2023-03-28T23:21:38.730,16.540,-0.785,-0.628,-0.076
1680038498740,2023-03-28T23:21:38.740,16.550,-0.812,-0.624,-0.075
1680038498750,2023-03-28T23:21:38.750,16.560,-0.827,-0.635,-0.076
1680038498760,2023-03-28T23:21:38.760,16.570,-0.830,-0.644,-0.082
1680038498770,2023-03-28T23:21:38.770,16.580,-0.816,-0.649,-0.082
1680038498780,2023-03-28T23:21:38.780,16.590,-0.805,-0.647,-0.070
1680038498790,2023-03-28T23:21:38.790,16.600,-0.819,-0.619,-0.044
1680038498800,2023-03-28T23:21:38.800,16.610,-0.851,-0.594,-0.028
1680038498810,2023-03-28T23:21:38.810,16.620,-0.882,-0.563,-0.004
1680038498820,2023-03-28T23:21:38.820,16.630,-0.896,-0.517,0.042
1680038498830,2023-03-28T23:21:38.830,16.640,-0.887,-0.465,0.083
1680038498840,2023-03-28T23:21:38.840,16.650,-0.871,-0.423,0.118
1680038498850,2023-03-28T23:21:38.850,16.660,-0.867,-0.388,0.126
1680038498860,2023-03-28T23:21:38.860,16.670,-0.882,-0.345,0.105
1680038498870,2023-03-28T23:21:38.870,16.680,-0.910,-0.307,0.088
1680038498880,2023-03-28T23:21:38.880,16.690,-0.939,-0.290,0.073
1680038498890,2023-03-28T23:21:38.890,16.700,-0.964,-0.303,0.057
1680038498900,2023-03-28T23:21:38.900,16.710,-0.989,-0.335,0.054
1680038498910,2023-03-28T23:21:38.910,16.720,-0.996,-0.398,0.053
1680038498920,2023-03-28T23:21:38.920,16.730,-0.994,-0.486,0.038
1680038498930,2023-03-28T23:21:38.930,16.740,-0.969,-0.562,0.041
1680038498940,2023-03-28T23:21:38.940,16.750,-0.953,-0.611,0.047
1680038498950,2023-03-28T23:21:38.950,16.760,-0.957,-0.647,0.024
1680038498960,2023-03-28T23:21:38.960,16.770,-0.976,-0.683,-0.016
1680038498970,2023-03-28T23:21:38.970,16.780,-1.004,-0.707,-0.060
1680038498980,2023-03-28T23:21:38.980,16.790,-1.028,-0.710,-0.090
1680038498990,2023-03-28T23:21:38.990,16.800,-1.030,-0.706,-0.075
1680038499000,2023-03-28T23:21:39.000,16.810,-1.011,-0.698,-0.052
1680038499010,2023-03-28T23:21:39.010,16.820,-0.977,-0.688,0.001
1680038499020,2023-03-28T23:21:39.020,16.830,-0.932,-0.669,0.075
1680038499030,2023-03-28T23:21:39.030,16.840,-0.886,-0.627,0.150
1680038499040,2023-03-28T23:21:39.040,16.850,-0.866,-0.572,0.202
1680038499050,2023-03-28T23:21:39.050,16.860,-0.864,-0.536,0.207
1680038499060,2023-03-28T23:21:39.060,16.870,-0.879,-0.512,0.167
1680038499070,2023-03-28T23:21:39.070,16.880,-0.902,-0.490,0.118
1680038499080,2023-03-28T23:21:39.080,16.890,-0.924,-0.491,0.081
1680038499090,2023-03-28T23:21:39.090,16.900,-0.940,-0.527,0.066
1680038499100,2023-03-28T23:21:39.100,16.910,-0.936,-0.581,0.053
1680038499110,2023-03-28T23:21:39.110,16.920,-0.915,-0.614,0.059
1680038499120,2023-03-28T23:21:39.120,16.930,-0.882,-0.614,0.089
1680038499130,2023-03-28T23:21:39.130,16.940,-0.849,-0.615,0.110
1680038499140,2023-03-28T23:21:39.140,16.950,-0.834,-0.604,0.134
1680038499150,2023-03-28T23:21:39.150,16.960,-0.845,-0.572,0.154
1680038499160,2023-03-28T23:21:39.160,16.970,-0.857,-0.548,0.157
1680038499170,2023-03-28T23:21:39.170,16.980,-0.858,-0.544,0.125
1680038499180,2023-03-28T23:21:39.180,16.990,-0.849,-0.530,0.089
1680038499190,2023-03-28T23:21:39.190,17.000,-0.851,-0.505,0.057
1680038499200,2023-03-28T23:21:39.200,17.010,-0.854,-0.500,0.049
1680038499210,2023-03-28T23:21:39.210,17.020,-0.852,-0.530,0.066
1680038499220,2023-03-28T23:21:39.220,17.030,-0.846,-0.594,0.098
1680038499230,2023-03-28T23:21:39.230,17.040,-0.857,-0.664,0.167
1680038499240,2023-03-28T23:21:39.240,17.050,-0.911,-0.749,0.237
1680038499250,2023-03-28T23:21:39.250,17.060,-0.956,-0.861,0.276
1680038499260,2023-03-28T23:21:39.260,17.070,-0.993,-0.873,0.291
1680038499270,2023-03-28T23:21:39.270,17.080,-1.064,-0.665,0.319
1680038499280,2023-03-28T23:21:39.280,17.090,-1.158,-0.298,0.412
1680038499290,2023-03-28T23:21:39.290,17.100,-1.206,-0.023,0.515
1680038499300,2023-03-28T23:21:39.300,17.110,-1.115,0.034,0.489
1680038499310,2023-03-28T23:21:39.310,17.120,-0.942,-0.098,0.374
1680038499320,2023-03-28T23:21:39.320,17.130,-0.862,-0.281,0.287
1680038499330,2023-03-28T23:21:39.330,17.140,-0.892,-0.422,0.223
1680038499340,2023-03-28T23:21:39.340,17.150,-0.945,-0.489,0.179
1680038499350,2023-03-28T23:21:39.350,17.160,-0.984,-0.446,0.165
1680038499360,2023-03-28T23:21:39.360,17.170,-1.012,-0.340,0.143
1680038499370,2023-03-28T23:21:39.370,17.180,-1.028,-0.245,0.103
1680038499380,2023-03-28T23:21:39.380,17.190,-1.022,-0.233,0.064
1680038499390,2023-03-28T23:21:39.390,17.200,-1.001,-0.292,0.047
1680038499400,2023-03-28T23:21:39.400,17.210,-0.984,-0.326,0.053
1680038499410,2023-03-28T23:21:39.410,17.220,-1.001,-0.292,0.096
1680038499420,2023-03-28T23:21:39.420,17.230,-1.026,-0.224,0.142
1680038499430,2023-03-28T23:21:39.430,17.240,-1.028,-0.173,0.189
1680038499440,2023-03-28T23:21:39.440,17.250,-1.012,-0.142,0.208
1680038499450,2023-03-28T23:21:39.450,17.260,-0.998,-0.137,0.208
1680038499460,2023-03-28T23:21:39.460,17.270,-1.004,-0.151,0.198
1680038499470,2023-03-28T23:21:39.470,17.280,-1.009,-0.181,0.182
1680038499480,2023-03-28T23:21:39.480,17.290,-1.011,-0.215,0.173
1680038499490,2023-03-28T23:21:39.490,17.300,-1.011,-0.257,0.163
1680038499500,2023-03-28T23:21:39.500,17.310,-0.999,-0.297,0.153
1680038499510,2023-03-28T23:21:39.510,17.320,-0.989,-0.321,0.138
1680038499520,2023-03-28T23:21:39.520,17.330,-0.984,-0.334,0.137
1680038499530,2023-03-28T23:21:39.530,17.340,-0.988,-0.333,0.150
1680038499540,2023-03-28T23:21:39.540,17.350,-0.997,-0.330,0.153
1680038499550,2023-03-28T23:21:39.550,17.360,-0.999,-0.321,0.158
1680038499560,2023-03-28T23:21:39.560,17.370,-1.007,-0.288,0.159
1680038499570,2023-03-28T23:21:39.570,17.380,-1.020,-0.250,0.149
1680038499580,2023-03-28T23:21:39.580,17.390,-1.024,-0.225,0.154
1680038499590,2023-03-28T23:21:39.590,17.400,-1.021,-0.223,0.133
1680038499600,2023-03-28T23:21:39.600,17.410,-1.014,-0.223,0.113
1680038499610,2023-03-28T23:21:39.610,17.420,-1.007,-0.216,0.109
1680038499620,2023-03-28T23:21:39.620,17.430,-1.013,-0.211,0.105
1680038499630,2023-03-28T23:21:39.630,17.440,-1.019,-0.204,0.108
1680038499640,2023-03-28T23:21:39.640,17.450,-1.029,-0.204,0.104
1680038499650,2023-03-28T23:21:39.650,17.460,-1.041,-0.206,0.093
1680038499660,2023-03-28T23:21:39.660,17.470,-1.038,-0.199,0.093
1680038499670,2023-03-28T23:21:39.670,17.480,-1.025,-0.189,0.096
1680038499680,2023-03-28T23:21:39.680,17.490,-1.013,-0.176,0.101
1680038499690,2023-03-28T23:21:39.690,17.500,-1.012,-0.163,0.106
1680038499700,2023-03-28T23:21:39.700,17.510,-1.015,-0.159,0.122
1680038499710,2023-03-28T23:21:39.710,17.520,-1.021,-0.163,0.130
1680038499720,2023-03-28T23:21:39.720,17.530,-1.023,-0.181,0.126
1680038499730,2023-03-28T23:21:39.730,17.540,-1.020,-0.188,0.126
1680038499740,2023-03-28T23:21:39.740,17.550,-1.013,-0.186,0.155
1680038499750,2023-03-28T23:21:39.750,17.560,-1.015,-0.182,0.159
1680038499760,2023-03-28T23:21:39.760,17.570,-1.015,-0.196,0.135
1680038499770,2023-03-28T23:21:39.770,17.580,-1.013,-0.213,0.133
1680038499780,2023-03-28T23:21:39.780,17.590,-1.010,-0.238,0.119
1680038499790,2023-03-28T23:21:39.790,17.600,-1.006,-0.265,0.111
1680038499800,2023-03-28T23:21:39.800,17.610,-1.003,-0.296,0.102
1680038499810,2023-03-28T23:21:39.810,17.620,-0.998,-0.320,0.097
1680038499820,2023-03-28T23:21:39.820,17.630,-1.000,-0.327,0.106
1680038499830,2023-03-28T23:21:39.830,17.640,-1.001,-0.325,0.118
1680038499840,2023-03-28T23:21:39.840,17.650,-0.997,-0.312,0.139
1680038499850,2023-03-28T23:21:39.850,17.660,-0.999,-0.298,0.146
1680038499860,2023-03-28T23:21:39.860,17.670,-1.000,-0.291,0.146
1680038499870,2023-03-28T23:21:39.870,17.680,-1.008,-0.288,0.141
1680038499880,2023-03-28T23:21:39.880,17.690,-1.015,-0.283,0.136
1680038499890,2023-03-28T23:21:39.890,17.700,-1.013,-0.280,0.116
1680038499900,2023-03-28T23:21:39.900,17.710,-1.014,-0.258,0.108
1680038499910,2023-03-28T23:21:39.910,17.720,-1.024,-0.241,0.100
1680038499920,2023-03-28T23:21:39.920,17.730,-1.021,-0.241,0.092
1680038499930,2023-03-28T23:21:39.930,17.740,-1.007,-0.248,0.108
1680038499940,2023-03-28T23:21:39.940,17.750,-1.002,-0.254,0.114
1680038499950,2023-03-28T23:21:39.950,17.760,-1.006,-0.258,0.114
1680038499960,2023-03-28T23:21:39.960,17.770,-1.012,-0.253,0.118
1680038499970,2023-03-28T23:21:39.970,17.780,-1.014,-0.249,0.122
1680038499980,2023-03-28T23:21:39.980,17.790,-1.015,-0.243,0.132
1680038499990,2023-03-28T23:21:39.990,17.800,-1.009,-0.244,0.134
1680038500000,2023-03-28T23:21:40.000,17.810,-1.006,-0.249,0.132
1680038500010,2023-03-28T23:21:40.010,17.820,-1.000,-0.255,0.129
1680038500020,2023-03-28T23:21:40.020,17.830,-1.001,-0.273,0.130
1680038500030,2023-03-28T23:21:40.030,17.840,-1.003,-0.288,0.126
1680038500040,2023-03-28T23:21:40.040,17.850,-1.006,-0.301,0.130
1680038500050,2023-03-28T23:21:40.050,17.860,-1.005,-0.304,0.135
1680038500060,2023-03-28T23:21:40.060,17.870,-1.000,-0.301,0.144
1680038500070,2023-03-28T23:21:40.070,17.880,-0.994,-0.301,0.158
1680038500080,2023-03-28T23:21:40.080,17.890,-0.999,-0.298,0.165
1680038500090,2023-03-28T23:21:40.090,17.900,-1.003,-0.297,0.163
1680038500100,2023-03-28T23:21:40.100,17.910,-1.004,-0.291,0.159
1680038500110,2023-03-28T23:21:40.110,17.920,-1.006,-0.270,0.159
1680038500120,2023-03-28T23:21:40.120,17.930,-1.003,-0.246,0.164
1680038500130,2023-03-28T23:21:40.130,17.940,-1.004,-0.238,0.166
1680038500140,2023-03-28T23:21:40.140,17.950,-1.003,-0.241,0.164
1680038500150,2023-03-28T23:21:40.150,17.960,-1.001,-0.257,0.163
1680038500160,2023-03-28T23:21:40.160,17.970,-0.999,-0.280,0.166
1680038500170,2023-03-28T23:21:40.170,17.980,-0.996,-0.298,0.170
1680038500180,2023-03-28T23:21:40.180,17.990,-0.992,-0.309,0.171
1680038500190,2023-03-28T23:21:40.190,18.000,-0.989,-0.311,0.169
1680038500200,2023-03-28T23:21:40.200,18.010,-0.991,-0.307,0.175
1680038500210,2023-03-28T23:21:40.210,18.020,-0.990,-0.307,0.179
1680038500220,2023-03-28T23:21:40.220,18.030,-0.984,-0.308,0.178
1680038500230,2023-03-28T23:21:40.230,18.040,-0.987,-0.308,0.184
