epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1680016718971,2023-03-28T17.18.38.971,8.480,-0.266,0.429,0.355
1680016718981,2023-03-28T17.18.38.981,8.490,-0.324,0.545,0.163
1680016718991,2023-03-28T17.18.38.991,8.500,-0.434,0.632,-0.016
1680016719001,2023-03-28T17.18.39.001,8.510,-0.585,0.655,-0.053
1680016719011,2023-03-28T17.18.39.011,8.520,-0.701,0.656,-0.024
1680016719021,2023-03-28T17.18.39.021,8.530,-0.737,0.676,-0.008
1680016719031,2023-03-28T17.18.39.031,8.540,-0.703,0.717,0.034
1680016719131,2023-03-28T17.18.39.131,8.640,-1.132,-0.106,0.176
1680016719141,2023-03-28T17.18.39.141,8.650,-1.062,-0.232,0.236
1680016719151,2023-03-28T17.18.39.151,8.660,-1.031,-0.349,0.238
1680016719161,2023-03-28T17.18.39.161,8.670,-1.045,-0.417,0.190
1680016719181,2023-03-28T17.18.39.181,8.690,-1.083,-0.206,0.045
1680016719191,2023-03-28T17.18.39.191,8.700,-1.036,-0.149,0.044
1680016719201,2023-03-28T17.18.39.201,8.710,-0.964,-0.131,0.069
1680016719211,2023-03-28T17.18.39.211,8.720,-0.900,-0.097,0.093
1680016719221,2023-03-28T17.18.39.221,8.730,-0.862,-0.043,0.067
1680016719231,2023-03-28T17.18.39.231,8.740,-0.847,0.011,0.073
1680016719241,2023-03-28T17.18.39.241,8.750,-0.899,0.079,0.084
1680016719251,2023-03-28T17.18.39.251,8.760,-0.962,0.089,0.098
1680016719261,2023-03-28T17.18.39.261,8.770,-1.142,0.125,0.256
1680016719271,2023-03-28T17.18.39.271,8.780,-1.394,-0.087,-0.050
1680016719281,2023-03-28T17.18.39.281,8.790,-1.904,-0.783,0.470
1680016719291,2023-03-28T17.18.39.291,8.800,-1.967,-1.302,1.283
1680016719301,2023-03-28T17.18.39.301,8.810,-1.276,-0.655,0.775
1680016719311,2023-03-28T17.18.39.311,8.820,-1.156,-0.270,0.158
1680016719321,2023-03-28T17.18.39.321,8.830,-1.263,-0.057,0.284
1680016719331,2023-03-28T17.18.39.331,8.840,-1.208,0.349,0.031
1680016719341,2023-03-28T17.18.39.341,8.850,-1.070,0.551,-0.237
1680016719351,2023-03-28T17.18.39.351,8.860,-0.991,0.468,-0.383
1680016719361,2023-03-28T17.18.39.361,8.870,-0.870,0.476,-0.549
1680016719371,2023-03-28T17.18.39.371,8.880,-0.739,0.658,-0.567
1680016719381,2023-03-28T17.18.39.381,8.890,-0.698,0.610,-0.226
1680016719391,2023-03-28T17.18.39.391,8.900,-0.782,0.535,-0.093
1680016719401,2023-03-28T17.18.39.401,8.910,-0.850,0.533,-0.108
1680016719411,2023-03-28T17.18.39.411,8.920,-0.881,0.554,-0.135
1680016719421,2023-03-28T17.18.39.421,8.930,-0.899,0.602,-0.085
1680016719431,2023-03-28T17.18.39.431,8.940,-1.007,0.606,-0.011
1680016719441,2023-03-28T17.18.39.441,8.950,-1.177,0.478,0.089
1680016719451,2023-03-28T17.18.39.451,8.960,-1.271,0.244,0.239
1680016719461,2023-03-28T17.18.39.461,8.970,-1.231,-0.004,0.372
1680016719471,2023-03-28T17.18.39.471,8.980,-1.137,-0.154,0.347
1680016719481,2023-03-28T17.18.39.481,8.990,-1.037,-0.154,0.280
1680016719491,2023-03-28T17.18.39.491,9.000,-0.923,-0.110,0.261
1680016719501,2023-03-28T17.18.39.501,9.010,-0.827,-0.030,0.172
1680016719511,2023-03-28T17.18.39.511,9.020,-0.828,0.153,-0.019
1680016719521,2023-03-28T17.18.39.521,9.030,-0.935,0.408,-0.157
1680016719531,2023-03-28T17.18.39.531,9.040,-1.063,0.640,-0.174
1680016719541,2023-03-28T17.18.39.541,9.050,-1.125,0.770,-0.170
1680016719551,2023-03-28T17.18.39.551,9.060,-1.073,0.769,-0.163
1680016719561,2023-03-28T17.18.39.561,9.070,-0.990,0.590,-0.078
1680016719571,2023-03-28T17.18.39.571,9.080,-0.982,0.311,0.059
1680016719581,2023-03-28T17.18.39.581,9.090,-1.012,0.069,0.197
1680016719591,2023-03-28T17.18.39.591,9.100,-1.041,-0.138,0.225
1680016719601,2023-03-28T17.18.39.601,9.110,-1.078,-0.260,0.153
1680016719611,2023-03-28T17.18.39.611,9.120,-1.088,-0.232,0.083
1680016719621,2023-03-28T17.18.39.621,9.130,-1.055,-0.083,0.033
1680016719631,2023-03-28T17.18.39.631,9.140,-1.027,0.082,0.020
1680016719641,2023-03-28T17.18.39.641,9.150,-1.020,0.217,-0.002
1680016719651,2023-03-28T17.18.39.651,9.160,-1.013,0.330,-0.031
1680016719661,2023-03-28T17.18.39.661,9.170,-0.999,0.376,-0.022
1680016719671,2023-03-28T17.18.39.671,9.180,-1.006,0.336,-0.002
1680016719681,2023-03-28T17.18.39.681,9.190,-1.031,0.244,0.023
1680016719691,2023-03-28T17.18.39.691,9.200,-1.044,0.166,0.039
1680016719701,2023-03-28T17.18.39.701,9.210,-1.052,0.118,0.020
1680016719711,2023-03-28T17.18.39.711,9.220,-1.052,0.078,-0.004
1680016719721,2023-03-28T17.18.39.721,9.230,-1.039,0.059,0.001
1680016719731,2023-03-28T17.18.39.731,9.240,-1.019,0.075,0.011
1680016719741,2023-03-28T17.18.39.741,9.250,-1.016,0.117,0.019
1680016719751,2023-03-28T17.18.39.751,9.260,-1.016,0.176,0.021
1680016719761,2023-03-28T17.18.39.761,9.270,-1.017,0.219,0.041
1680016719771,2023-03-28T17.18.39.771,9.280,-1.029,0.206,0.033
1680016719781,2023-03-28T17.18.39.781,9.290,-1.036,0.183,0.034
1680016719791,2023-03-28T17.18.39.791,9.300,-1.026,0.204,0.028
1680016719801,2023-03-28T17.18.39.801,9.310,-1.010,0.224,0.032
1680016719811,2023-03-28T17.18.39.811,9.320,-1.000,0.232,0.038
1680016719821,2023-03-28T17.18.39.821,9.330,-1.000,0.235,0.029
1680016719831,2023-03-28T17.18.39.831,9.340,-1.009,0.231,0.021
1680016719841,2023-03-28T17.18.39.841,9.350,-1.014,0.227,0.024
1680016719851,2023-03-28T17.18.39.851,9.360,-1.009,0.242,0.026
1680016719861,2023-03-28T17.18.39.861,9.370,-1.002,0.263,0.035
1680016719871,2023-03-28T17.18.39.871,9.380,-1.001,0.273,0.038
1680016719881,2023-03-28T17.18.39.881,9.390,-1.003,0.267,0.036
1680016719891,2023-03-28T17.18.39.891,9.400,-1.007,0.246,0.039
1680016719901,2023-03-28T17.18.39.901,9.410,-1.010,0.235,0.036
1680016719911,2023-03-28T17.18.39.911,9.420,-1.007,0.232,0.023
1680016719921,2023-03-28T17.18.39.921,9.430,-1.003,0.241,0.014
1680016719931,2023-03-28T17.18.39.931,9.440,-0.998,0.250,-0.003
1680016719941,2023-03-28T17.18.39.941,9.450,-0.999,0.249,-0.014
1680016719951,2023-03-28T17.18.39.951,9.460,-1.004,0.241,-0.032
1680016719961,2023-03-28T17.18.39.961,9.470,-1.013,0.231,-0.048
1680016719971,2023-03-28T17.18.39.971,9.480,-1.028,0.227,-0.032
1680016719981,2023-03-28T17.18.39.981,9.490,-1.039,0.250,0.005
1680016719991,2023-03-28T17.18.39.991,9.500,-1.055,0.265,0.008
1680016720001,2023-03-28T17.18.40.001,9.510,-1.050,0.267,0.006
1680016720011,2023-03-28T17.18.40.011,9.520,-1.033,0.262,0.006
1680016720021,2023-03-28T17.18.40.021,9.530,-1.015,0.259,-0.001
1680016720031,2023-03-28T17.18.40.031,9.540,-1.005,0.272,-0.013
1680016720041,2023-03-28T17.18.40.041,9.550,-0.999,0.294,-0.014
1680016720051,2023-03-28T17.18.40.051,9.560,-1.001,0.309,-0.020
1680016720061,2023-03-28T17.18.40.061,9.570,-1.004,0.315,-0.020
1680016720071,2023-03-28T17.18.40.071,9.580,-1.000,0.316,-0.019
1680016720081,2023-03-28T17.18.40.081,9.590,-0.998,0.314,-0.005
1680016720091,2023-03-28T17.18.40.091,9.600,-0.999,0.326,0.004
1680016720111,2023-03-28T17.18.40.111,9.620,-1.007,0.354,0.010
1680016720121,2023-03-28T17.18.40.121,9.630,-0.996,0.365,-0.000
1680016720131,2023-03-28T17.18.40.131,9.640,-0.996,0.360,0.003
1680016720141,2023-03-28T17.18.40.141,9.650,-1.019,0.344,0.009
1680016720151,2023-03-28T17.18.40.151,9.660,-1.050,0.323,0.009
1680016720161,2023-03-28T17.18.40.161,9.670,-1.076,0.286,0.012
1680016720171,2023-03-28T17.18.40.171,9.680,-1.085,0.236,0.042
1680016720181,2023-03-28T17.18.40.181,9.690,-1.090,0.195,0.046
1680016720191,2023-03-28T17.18.40.191,9.700,-1.099,0.146,0.038
1680016720201,2023-03-28T17.18.40.201,9.710,-1.095,0.114,0.084
1680016720211,2023-03-28T17.18.40.211,9.720,-1.092,0.104,0.111
1680016720221,2023-03-28T17.18.40.221,9.730,-1.083,0.087,0.132
1680016720231,2023-03-28T17.18.40.231,9.740,-1.058,0.071,0.163
1680016720241,2023-03-28T17.18.40.241,9.750,-1.025,0.077,0.193
1680016720251,2023-03-28T17.18.40.251,9.760,-1.008,0.099,0.214
1680016720261,2023-03-28T17.18.40.261,9.770,-1.004,0.107,0.229
1680016720271,2023-03-28T17.18.40.271,9.780,-1.018,0.109,0.249
1680016720281,2023-03-28T17.18.40.281,9.790,-1.030,0.114,0.261
1680016720291,2023-03-28T17.18.40.291,9.800,-1.041,0.123,0.271
1680016720301,2023-03-28T17.18.40.301,9.810,-1.048,0.162,0.278
1680016720311,2023-03-28T17.18.40.311,9.820,-1.036,0.238,0.317
1680016720321,2023-03-28T17.18.40.321,9.830,-1.015,0.347,0.322
1680016720331,2023-03-28T17.18.40.331,9.840,-0.985,0.488,0.311
1680016720341,2023-03-28T17.18.40.341,9.850,-0.923,0.608,0.307
1680016720351,2023-03-28T17.18.40.351,9.860,-0.859,0.665,0.286
1680016720361,2023-03-28T17.18.40.361,9.870,-0.797,0.688,0.297
1680016720371,2023-03-28T17.18.40.371,9.880,-0.738,0.726,0.299
1680016720381,2023-03-28T17.18.40.381,9.890,-0.701,0.764,0.259
1680016720391,2023-03-28T17.18.40.391,9.900,-0.709,0.766,0.210
1680016720401,2023-03-28T17.18.40.401,9.910,-0.740,0.759,0.185
1680016720411,2023-03-28T17.18.40.411,9.920,-0.739,0.762,0.165
1680016720421,2023-03-28T17.18.40.421,9.930,-0.709,0.768,0.147
1680016720431,2023-03-28T17.18.40.431,9.940,-0.673,0.759,0.129
1680016720441,2023-03-28T17.18.40.441,9.950,-0.648,0.735,0.112
1680016720451,2023-03-28T17.18.40.451,9.960,-0.638,0.711,0.120
1680016720461,2023-03-28T17.18.40.461,9.970,-0.641,0.699,0.146
1680016720471,2023-03-28T17.18.40.471,9.980,-0.665,0.720,0.156
1680016720481,2023-03-28T17.18.40.481,9.990,-0.696,0.764,0.157
1680016720491,2023-03-28T17.18.40.491,10.000,-0.715,0.783,0.162
1680016720501,2023-03-28T17.18.40.501,10.010,-0.724,0.766,0.178
1680016720511,2023-03-28T17.18.40.511,10.020,-0.734,0.737,0.182
1680016720521,2023-03-28T17.18.40.521,10.030,-0.742,0.708,0.206
1680016720531,2023-03-28T17.18.40.531,10.040,-0.742,0.689,0.231
1680016720541,2023-03-28T17.18.40.541,10.050,-0.736,0.670,0.245
1680016720551,2023-03-28T17.18.40.551,10.060,-0.736,0.652,0.247
1680016720561,2023-03-28T17.18.40.561,10.070,-0.746,0.625,0.246
1680016720571,2023-03-28T17.18.40.571,10.080,-0.754,0.598,0.262
1680016720581,2023-03-28T17.18.40.581,10.090,-0.769,0.580,0.278
1680016720591,2023-03-28T17.18.40.591,10.100,-0.787,0.570,0.264
1680016720601,2023-03-28T17.18.40.601,10.110,-0.796,0.568,0.241
1680016720611,2023-03-28T17.18.40.611,10.120,-0.795,0.562,0.248
1680016720621,2023-03-28T17.18.40.621,10.130,-0.795,0.557,0.251
1680016720631,2023-03-28T17.18.40.631,10.140,-0.796,0.559,0.253
1680016720641,2023-03-28T17.18.40.641,10.150,-0.793,0.566,0.241
1680016720651,2023-03-28T17.18.40.651,10.160,-0.796,0.557,0.242
1680016720661,2023-03-28T17.18.40.661,10.170,-0.793,0.560,0.249
1680016720671,2023-03-28T17.18.40.671,10.180,-0.795,0.577,0.244
1680016720681,2023-03-28T17.18.40.681,10.190,-0.791,0.585,0.246
1680016720691,2023-03-28T17.18.40.691,10.200,-0.788,0.583,0.257
1680016720701,2023-03-28T17.18.40.701,10.210,-0.802,0.561,0.263
1680016720711,2023-03-28T17.18.40.711,10.220,-0.828,0.537,0.250
1680016720721,2023-03-28T17.18.40.721,10.230,-0.843,0.544,0.238
1680016720731,2023-03-28T17.18.40.731,10.240,-0.851,0.537,0.244
1680016720741,2023-03-28T17.18.40.741,10.250,-0.843,0.558,0.252
1680016720751,2023-03-28T17.18.40.751,10.260,-0.835,0.572,0.237
1680016720761,2023-03-28T17.18.40.761,10.270,-0.827,0.542,0.226
1680016720771,2023-03-28T17.18.40.771,10.280,-0.809,0.510,0.242
1680016720781,2023-03-28T17.18.40.781,10.290,-0.794,0.511,0.269
1680016720791,2023-03-28T17.18.40.791,10.300,-0.781,0.532,0.268
1680016720801,2023-03-28T17.18.40.801,10.310,-0.786,0.564,0.263
1680016720811,2023-03-28T17.18.40.811,10.320,-0.819,0.592,0.270
1680016720821,2023-03-28T17.18.40.821,10.330,-0.880,0.603,0.264
1680016720831,2023-03-28T17.18.40.831,10.340,-0.938,0.582,0.240
1680016720841,2023-03-28T17.18.40.841,10.350,-0.954,0.558,0.237
1680016720851,2023-03-28T17.18.40.851,10.360,-0.932,0.547,0.271
1680016720861,2023-03-28T17.18.40.861,10.370,-0.942,0.506,0.299
1680016720871,2023-03-28T17.18.40.871,10.380,-0.852,0.523,0.303
1680016720881,2023-03-28T17.18.40.881,10.390,-0.714,0.624,0.306
1680016720891,2023-03-28T17.18.40.891,10.400,-0.720,0.687,0.218
1680016720901,2023-03-28T17.18.40.901,10.410,-0.747,0.718,0.184
1680016720911,2023-03-28T17.18.40.911,10.420,-0.739,0.745,0.217
1680016720921,2023-03-28T17.18.40.921,10.430,-0.720,0.755,0.234
1680016720931,2023-03-28T17.18.40.931,10.440,-0.698,0.717,0.224
1680016720941,2023-03-28T17.18.40.941,10.450,-0.682,0.686,0.234
1680016720951,2023-03-28T17.18.40.951,10.460,-0.687,0.667,0.243
1680016720961,2023-03-28T17.18.40.961,10.470,-0.703,0.653,0.255
1680016720971,2023-03-28T17.18.40.971,10.480,-0.688,0.678,0.300
1680016720981,2023-03-28T17.18.40.981,10.490,-0.664,0.716,0.310
1680016720991,2023-03-28T17.18.40.991,10.500,-0.612,0.743,0.257
1680016721001,2023-03-28T17.18.41.001,10.510,-0.528,0.714,0.240
1680016721011,2023-03-28T17.18.41.011,10.520,-0.468,0.620,0.269
1680016721021,2023-03-28T17.18.41.021,10.530,-0.436,0.521,0.297
1680016721031,2023-03-28T17.18.41.031,10.540,-0.426,0.441,0.290
1680016721041,2023-03-28T17.18.41.041,10.550,-0.450,0.405,0.244
1680016721051,2023-03-28T17.18.41.051,10.560,-0.510,0.458,0.223
1680016721061,2023-03-28T17.18.41.061,10.570,-0.600,0.599,0.134
1680016721071,2023-03-28T17.18.41.071,10.580,-0.723,0.786,-0.004
1680016721081,2023-03-28T17.18.41.081,10.590,-0.809,0.907,-0.042
1680016721091,2023-03-28T17.18.41.091,10.600,-0.785,0.935,0.039
1680016721101,2023-03-28T17.18.41.101,10.610,-0.696,0.875,0.152
1680016721111,2023-03-28T17.18.41.111,10.620,-0.608,0.741,0.250
1680016721121,2023-03-28T17.18.41.121,10.630,-0.560,0.583,0.342
